"average_utility","min_utility","max_utility","generation"
2684,2166,2713,690
2684,2166,2713,691
2684,2166,2713,692
2684,2166,2713,693
2684,2166,2713,694
2684,2166,2713,695
2684,2166,2713,696
2684,2166,2713,697
2684,2166,2713,698
2684,2166,2713,699
2684,2166,2713,700
2684,2166,2713,701
2684,2166,2713,702
2684,2166,2713,703
2684,2166,2713,704
2684,2166,2713,705
2684,2166,2713,706
2684,2166,2713,707
2684,2166,2713,708
2684,2166,2713,709
2684,2166,2713,710
2684,2166,2713,711
2684,2166,2713,712
2684,2166,2713,713
2684,2166,2713,714
2684,2166,2713,715
2684,2166,2713,716
2684,2166,2713,717
2684,2166,2713,718
2684,2166,2713,719
2684,2166,2713,720
2684,2166,2713,721
2684,2166,2713,722
2684,2166,2713,723
2684,2166,2713,724
2684,2166,2713,725
2684,2166,2713,726
2684,2166,2713,727
2684,2166,2713,728
2684,2166,2713,729
2684,2166,2713,730
2684,2166,2713,731
2684,2166,2713,732
2684,2166,2713,733
2684,2166,2713,734
2684,2166,2713,735
2684,2166,2713,736
2684,2166,2713,737
2684,2166,2713,738
2684,2166,2713,739
2684,2166,2713,740
2684,2166,2713,741
2684,2166,2713,742
2684,2166,2713,743
2684,2166,2713,744
2684,2166,2713,745
2684,2166,2713,746
2684,2166,2713,747
2684,2166,2713,748
2684,2166,2713,749
2684,2166,2713,750
2684,2166,2713,751
2684,2166,2713,752
2684,2166,2713,753
2684,2166,2713,754
2684,2166,2713,755
2684,2166,2713,756
2684,2166,2713,757
2684,2166,2713,758
2684,2166,2713,759
2684,2166,2713,760
2684,2166,2713,761
2684,2166,2713,762
2684,2166,2713,763
2684,2166,2713,764
2684,2166,2713,765
2684,2166,2713,766
2684,2166,2713,767
2684,2166,2713,768
2684,2166,2713,769
2684,2166,2713,770
2684,2166,2713,771
2684,2166,2713,772
2684,2166,2713,773
2684,2166,2713,774
2684,2166,2713,775
2684,2166,2713,776
2684,2166,2713,777
2684,2166,2713,778
2684,2166,2713,779
2684,2166,2713,780
2684,2166,2713,781
2684,2166,2713,782
2684,2166,2713,783
2684,2166,2713,784
2684,2166,2713,785
2684,2166,2713,786
2684,2166,2713,787
2684,2166,2713,788
2684,2166,2713,789
2684,2166,2713,790
2684,2166,2713,791
2684,2166,2713,792
2684,2166,2713,793
2684,2166,2713,794
2684,2166,2713,795
2684,2166,2713,796
2684,2166,2713,797
2684,2166,2713,798
2684,2166,2713,799
2684,2166,2713,800
2684,2166,2713,801
2684,2166,2713,802
2684,2166,2713,803
2684,2166,2713,804
2684,2166,2713,805
2684,2166,2713,806
2684,2166,2713,807
2684,2166,2713,808
2684,2166,2713,809
2684,2166,2713,810
2684,2166,2713,811
2684,2166,2713,812
2684,2166,2713,813
2684,2166,2713,814
2684,2166,2713,815
2684,2166,2713,816
2684,2166,2713,817
2684,2166,2713,818
2684,2166,2713,819
2684,2166,2713,820
2684,2166,2713,821
2684,2166,2713,822
2684,2166,2713,823
2684,2166,2713,824
2684,2166,2713,825
2684,2166,2713,826
2684,2166,2713,827
2684,2166,2713,828
2684,2166,2713,829
2684,2166,2713,830
2684,2166,2713,831
2684,2166,2713,832
2684,2166,2713,833
2684,2166,2713,834
2684,2166,2713,835
2684,2166,2713,836
2684,2166,2713,837
2684,2166,2713,838
2684,2166,2713,839
2684,2166,2713,840
2684,2166,2713,841
2684,2166,2713,842
2684,2166,2713,843
2684,2166,2713,844
2684,2166,2713,845
2684,2166,2713,846
2684,2166,2713,847
2684,2166,2713,848
2684,2166,2713,849
2684,2166,2713,850
2684,2166,2713,851
2684,2166,2713,852
2684,2166,2713,853
2684,2166,2713,854
2684,2166,2713,855
2684,2166,2713,856
2684,2166,2713,857
2684,2166,2713,858
2684,2166,2713,859
2684,2166,2713,860
2684,2166,2713,861
2684,2166,2713,862
2684,2166,2713,863
2684,2166,2713,864
2684,2166,2713,865
2684,2166,2713,866
2684,2166,2713,867
2684,2166,2713,868
2684,2166,2713,869
2684,2166,2713,870
2684,2166,2713,871
2684,2166,2713,872
2684,2166,2713,873
2684,2166,2713,874
2684,2166,2713,875
2684,2166,2713,876
2684,2166,2713,877
2684,2166,2713,878
2684,2166,2713,879
2684,2166,2713,880
2684,2166,2713,881
2684,2166,2713,882
2684,2166,2713,883
2684,2166,2713,884
2684,2166,2713,885
2684,2166,2713,886
2684,2166,2713,887
2684,2166,2713,888
2684,2166,2713,889
2684,2166,2713,890
2684,2166,2713,891
2684,2166,2713,892
2684,2166,2713,893
2684,2166,2713,894
2684,2166,2713,895
2684,2166,2713,896
2684,2166,2713,897
2684,2166,2713,898
2684,2166,2713,899
2684,2166,2713,900
2684,2166,2713,901
2684,2166,2713,902
2684,2166,2713,903
2684,2166,2713,904
2684,2166,2713,905
2684,2166,2713,906
2684,2166,2713,907
2684,2166,2713,908
2684,2166,2713,909
2684,2166,2713,910
2684,2166,2713,911
2684,2166,2713,912
2684,2166,2713,913
2684,2166,2713,914
2684,2166,2713,915
2684,2166,2713,916
2684,2166,2713,917
2684,2166,2713,918
2684,2166,2713,919
2684,2166,2713,920
2684,2166,2713,921
2684,2166,2713,922
2684,2166,2713,923
2684,2166,2713,924
2684,2166,2713,925
2684,2166,2713,926
2684,2166,2713,927
2684,2166,2713,928
2684,2166,2713,929
2684,2166,2713,930
2684,2166,2713,931
2684,2166,2713,932
2684,2166,2713,933
2684,2166,2713,934
2684,2166,2713,935
2684,2166,2713,936
2684,2166,2713,937
2684,2166,2713,938
2684,2166,2713,939
2684,2166,2713,940
2684,2166,2713,941
2684,2166,2713,942
2684,2166,2713,943
2684,2166,2713,944
2684,2166,2713,945
2684,2166,2713,946
2684,2166,2713,947
2684,2166,2713,948
2684,2166,2713,949
2684,2166,2713,950
2684,2166,2713,951
2684,2166,2713,952
2684,2166,2713,953
2684,2166,2713,954
2684,2166,2713,955
2684,2166,2713,956
2684,2166,2713,957
2684,2166,2713,958
2684,2166,2713,959
2684,2166,2713,960
2684,2166,2713,961
2684,2166,2713,962
2684,2166,2713,963
2684,2166,2713,964
2684,2166,2713,965
2684,2166,2713,966
2684,2166,2713,967
2684,2166,2713,968
2684,2166,2713,969
2684,2166,2713,970
2684,2166,2713,971
2684,2166,2713,972
2684,2166,2713,973
2684,2166,2713,974
2684,2166,2713,975
2684,2166,2713,976
2684,2166,2713,977
2684,2166,2713,978
2684,2166,2713,979
2684,2166,2713,980
2684,2166,2713,981
2684,2166,2713,982
2684,2166,2713,983
2684,2166,2713,984
2684,2166,2713,985
2684,2166,2713,986
2684,2166,2713,987
2684,2166,2713,988
2684,2166,2713,989
2684,2166,2713,990
2684,2166,2713,991
2684,2166,2713,992
2684,2166,2713,993
2684,2166,2713,994
2684,2166,2713,995
2684,2166,2713,996
2684,2166,2713,997
2684,2166,2713,998
2684,2166,2713,999
2684,2166,2713,1000
2684,2166,2713,1001
2684,2166,2713,1002
2684,2166,2713,1003
2684,2166,2713,1004
2684,2166,2713,1005
2684,2166,2713,1006
2684,2166,2713,1007
2684,2166,2713,1008
2684,2166,2713,1009
2684,2166,2713,1010
2684,2166,2713,1011
2684,2166,2713,1012
2684,2166,2713,1013
2684,2166,2713,1014
2684,2166,2713,1015
2684,2166,2713,1016
2684,2166,2713,1017
2684,2166,2713,1018
2684,2166,2713,1019
2684,2166,2713,1020
2684,2166,2713,1021
2684,2166,2713,1022
2684,2166,2713,1023
2684,2166,2713,1024
2684,2166,2713,1025
2684,2166,2713,1026
2684,2166,2713,1027
2684,2166,2713,1028
2684,2166,2713,1029
2684,2166,2713,1030
2684,2166,2713,1031
2684,2166,2713,1032
2684,2166,2713,1033
2684,2166,2713,1034
2684,2166,2713,1035
2684,2166,2713,1036
2684,2166,2713,1037
2684,2166,2713,1038
2684,2166,2713,1039
2684,2166,2713,1040
2684,2166,2713,1041
2684,2166,2713,1042
2684,2166,2713,1043
2684,2166,2713,1044
2684,2166,2713,1045
2684,2166,2713,1046
2684,2166,2713,1047
2684,2166,2713,1048
2684,2166,2713,1049
2684,2166,2713,1050
2684,2166,2713,1051
2684,2166,2713,1052
2684,2166,2713,1053
2684,2166,2713,1054
2684,2166,2713,1055
2684,2166,2713,1056
2684,2166,2713,1057
2684,2166,2713,1058
2684,2166,2713,1059
2684,2166,2713,1060
2684,2166,2713,1061
2684,2166,2713,1062
2684,2166,2713,1063
2684,2166,2713,1064
2684,2166,2713,1065
2684,2166,2713,1066
2684,2166,2713,1067
2684,2166,2713,1068
2684,2166,2713,1069
2684,2166,2713,1070
2684,2166,2713,1071
2684,2166,2713,1072
2684,2166,2713,1073
2684,2166,2713,1074
2684,2166,2713,1075
2684,2166,2713,1076
2684,2166,2713,1077
2684,2166,2713,1078
2684,2166,2713,1079
2684,2166,2713,1080
2684,2166,2713,1081
2684,2166,2713,1082
2684,2166,2713,1083
2684,2166,2713,1084
2684,2166,2713,1085
2684,2166,2713,1086
2684,2166,2713,1087
2684,2166,2713,1088
2684,2166,2713,1089
2684,2166,2713,1090
2684,2166,2713,1091
2684,2166,2713,1092
2684,2166,2713,1093
2684,2166,2713,1094
2684,2166,2713,1095
2684,2166,2713,1096
2684,2166,2713,1097
2684,2166,2713,1098
2684,2166,2713,1099
2684,2166,2713,1100
2684,2166,2713,1101
2684,2166,2713,1102
2684,2166,2713,1103
2684,2166,2713,1104
2684,2166,2713,1105
2684,2166,2713,1106
2684,2166,2713,1107
2684,2166,2713,1108
2684,2166,2713,1109
2684,2166,2713,1110
2684,2166,2713,1111
2684,2166,2713,1112
2684,2166,2713,1113
2684,2166,2713,1114
2684,2166,2713,1115
2684,2166,2713,1116
2684,2166,2713,1117
2684,2166,2713,1118
2684,2166,2713,1119
2684,2166,2713,1120
2684,2166,2713,1121
2684,2166,2713,1122
2684,2166,2713,1123
2684,2166,2713,1124
2684,2166,2713,1125
2684,2166,2713,1126
2684,2166,2713,1127
2684,2166,2713,1128
2684,2166,2713,1129
2684,2166,2713,1130
2684,2166,2713,1131
2684,2166,2713,1132
2684,2166,2713,1133
2684,2166,2713,1134
2684,2166,2713,1135
2684,2166,2713,1136
2684,2166,2713,1137
2684,2166,2713,1138
2684,2166,2713,1139
2684,2166,2713,1140
2684,2166,2713,1141
2684,2166,2713,1142
2684,2166,2713,1143
2684,2166,2713,1144
2684,2166,2713,1145
2684,2166,2713,1146
2684,2166,2713,1147
2684,2166,2713,1148
2684,2166,2713,1149
2684,2166,2713,1150
2684,2166,2713,1151
2684,2166,2713,1152
2684,2166,2713,1153
2684,2166,2713,1154
2684,2166,2713,1155
2684,2166,2713,1156
2684,2166,2713,1157
2684,2166,2713,1158
2684,2166,2713,1159
2684,2166,2713,1160
2684,2166,2713,1161
2684,2166,2713,1162
2684,2166,2713,1163
2684,2166,2713,1164
2684,2166,2713,1165
2684,2166,2713,1166
2684,2166,2713,1167
2684,2166,2713,1168
2684,2166,2713,1169
2684,2166,2713,1170
2684,2166,2713,1171
2684,2166,2713,1172
2684,2166,2713,1173
2684,2166,2713,1174
2684,2166,2713,1175
2684,2166,2713,1176
2684,2166,2713,1177
2684,2166,2713,1178
2684,2166,2713,1179
2684,2166,2713,1180
2684,2166,2713,1181
2684,2166,2713,1182
2684,2166,2713,1183
2684,2166,2713,1184
2684,2166,2713,1185
2684,2166,2713,1186
2684,2166,2713,1187
2684,2166,2713,1188
2684,2166,2713,1189
2684,2166,2713,1190
2684,2166,2713,1191
2684,2166,2713,1192
2684,2166,2713,1193
2684,2166,2713,1194
2684,2166,2713,1195
2684,2166,2713,1196
2684,2166,2713,1197
2684,2166,2713,1198
2684,2166,2713,1199
2684,2166,2713,1200
2684,2166,2713,1201
2684,2166,2713,1202
2684,2166,2713,1203
2684,2166,2713,1204
2684,2166,2713,1205
2684,2166,2713,1206
2684,2166,2713,1207
2684,2166,2713,1208
2684,2166,2713,1209
2684,2166,2713,1210
2684,2166,2713,1211
2684,2166,2713,1212
2684,2166,2713,1213
2684,2166,2713,1214
2684,2166,2713,1215
2684,2166,2713,1216
2684,2166,2713,1217
2684,2166,2713,1218
2684,2166,2713,1219
2684,2166,2713,1220
2684,2166,2713,1221
2684,2166,2713,1222
2684,2166,2713,1223
2684,2166,2713,1224
2684,2166,2713,1225
2684,2166,2713,1226
2684,2166,2713,1227
2684,2166,2713,1228
2684,2166,2713,1229
2684,2166,2713,1230
2684,2166,2713,1231
2684,2166,2713,1232
2684,2166,2713,1233
2684,2166,2713,1234
2684,2166,2713,1235
2684,2166,2713,1236
2684,2166,2713,1237
2684,2166,2713,1238
2684,2166,2713,1239
2684,2166,2713,1240
2684,2166,2713,1241
2684,2166,2713,1242
2684,2166,2713,1243
