seed, winning bundle id, winning bundle utility
360495,55,1305
360495,144,1535
360495,191,1677
360495,227,1999
360495,240,2116
360495,240,2116
360495,240,2116
360495,352,2168
360495,369,2222
360495,419,2225
360495,419,2225
360495,495,2306
360495,505,2581
360495,505,2581
360495,505,2581
360495,505,2581
360495,505,2581
360495,505,2581
360495,505,2581
360495,505,2581
360495,505,2581
360495,505,2581
360495,856,2581
360495,868,2713
360495,868,2713
360495,868,2713
360495,966,2713
360495,966,2713
360495,966,2713
360495,966,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1092,2713
360495,1494,2713
360495,1494,2713
360495,1494,2713
360495,1617,2713
360495,1617,2713
360495,1617,2713
360495,1617,2713
