seed, winning bundle id, winning bundle utility
967462,78,1309
967462,155,1449
967462,155,1449
967462,219,1474
967462,250,1619
967462,289,2231
967462,289,2231
967462,289,2231
967462,289,2231
967462,429,2498
967462,429,2498
967462,429,2498
967462,521,2572
967462,533,2610
967462,533,2610
967462,533,2610
967462,533,2610
967462,533,2610
967462,533,2610
967462,533,2610
967462,533,2610
967462,533,2610
967462,533,2610
967462,862,2642
967462,916,2713
967462,916,2713
967462,916,2713
967462,916,2713
967462,916,2713
967462,916,2713
967462,1122,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1151,2713
967462,1711,2713
967462,1711,2713
967462,1768,2713
