seed, winning bundle id, winning bundle utility
35331,112,1580
35331,112,1580
35331,112,1580
35331,220,1671
35331,220,1671
35331,220,1671
35331,305,2298
35331,305,2298
35331,305,2298
35331,305,2298
35331,305,2298
35331,488,2498
35331,488,2498
35331,488,2498
35331,583,2502
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,612,2713
35331,1247,2713
35331,1247,2713
35331,1247,2713
35331,1335,2713
35331,1335,2713
35331,1335,2713
35331,1335,2713
35331,1335,2713
35331,1507,2713
