seed, winning bundle id, winning bundle utility
187160,117,1291
187160,163,1697
187160,163,1697
187160,163,1697
187160,257,1901
187160,257,1901
187160,257,1901
187160,257,1901
187160,371,2166
187160,426,2410
187160,426,2410
187160,426,2410
187160,426,2410
187160,426,2410
187160,426,2410
187160,596,2451
187160,629,2555
187160,629,2555
187160,629,2555
187160,629,2555
187160,629,2555
187160,629,2555
187160,629,2555
187160,629,2555
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,908,2583
187160,1279,2583
187160,1279,2583
187160,1279,2583
187160,1386,2583
187160,1386,2583
187160,1422,2583
187160,1422,2583
187160,1422,2583
187160,1530,2583
187160,1530,2583
187160,1530,2583
187160,1637,2583
